bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,preco_venda
Pinheiros,Apartamento,100.0,3.0,1.0,2.0,2.0,923999
Cambuci,Apartamento,39.0,1.0,0.0,1.0,1.0,223405
Rio Pequeno,Apartamento,72.0,2.0,1.0,2.0,1.0,448000
Pinheiros,Apartamento,352.0,5.0,4.0,4.0,4.0,4452000
Cambuci,Apartamento,34.0,1.0,0.0,1.0,1.0,230999
Bela Vista,Cobertura,342.0,6.0,4.0,4.0,2.0,1820000
Rio Pequeno,Cobertura,172.0,4.0,1.0,3.0,3.0,700000
Rio Pequeno,Cobertura,172.0,4.0,2.0,3.0,3.0,742000
Morro dos Ingleses,Apartamento,220.0,4.0,2.0,3.0,1.0,1155000
Cidade São Francisco,Casa,360.0,2.0,4.0,4.0,4.0,840000
Rio Pequeno,Apartamento,72.0,2.0,1.0,2.0,1.0,420000
Rio Pequeno,Apartamento,172.0,3.0,1.0,2.0,3.0,756000
Jardim Vila Formosa,Apartamento,61.0,1.0,1.0,3.0,1.0,230999
Jardim Paulista,Flat,40.0,1.0,1.0,1.0,1.0,308000
Jardins,Apartamento,100.0,3.0,0.0,2.0,1.0,937999
Bela Vista,Apartamento,110.0,3.0,1.0,3.0,1.0,818300
Bela Vista,Apartamento,50.0,1.0,1.0,2.0,1.0,438637
Jardim Vila Formosa,Casa de dois andares,400.0,3.0,1.0,4.0,2.0,489999
Jardim Paulista,Apartamento,117.0,1.0,1.0,3.0,1.0,1225000
Cidade São Francisco,Apartamento,240.0,4.0,0.0,3.0,2.0,1959999
Jardim Vila Formosa,Casa de dois andares,90.0,1.0,2.0,2.0,2.0,315000
Aclimação,Apartamento,66.0,2.0,1.0,3.0,2.0,430500
Jardim Paulista,Flat,61.0,1.0,0.0,2.0,2.0,742000
Aclimação,Apartamento,67.0,2.0,1.0,3.0,1.0,385000
Pinheiros,Casa de dois andares,180.0,2.0,0.0,3.0,1.0,1050000
Jardim Paulista,Apartamento,82.0,1.0,1.0,2.0,1.0,593600
Mooca,Casa de dois andares,209.0,3.0,1.0,4.0,3.0,770000
Água Rasa,Apartamento,74.0,2.0,1.0,3.0,2.0,434000
Mooca,Apartamento,200.0,5.0,3.0,4.0,3.0,965999
Pinheiros,Apartamento,332.0,4.0,4.0,4.0,4.0,4094999
Alto da Mooca,Casa de dois andares,80.0,2.0,1.0,2.0,1.0,342650
Cerqueira César,Apartamento,200.0,2.0,1.0,3.0,3.0,2100000
Pinheiros,Apartamento,93.0,3.0,2.0,2.0,2.0,896000
Pinheiros,Apartamento,72.0,2.0,1.0,2.0,1.0,553000
Cerqueira César,Flat,32.0,1.0,0.0,1.0,1.0,301000
Cerqueira César,Cobertura,425.0,4.0,2.0,4.0,3.0,3842999
Jardim Textil,Casa,200.0,5.0,3.0,3.0,6.0,770000
Pinheiros,Apartamento,103.0,3.0,1.0,3.0,2.0,1042999
Pinheiros,Apartamento,85.0,2.0,0.0,2.0,1.0,475999
Pinheiros,Apartamento,102.0,3.0,1.0,3.0,2.0,819000
Pinheiros,Apartamento,135.0,3.0,1.0,4.0,1.0,700000
Vila Formosa,Casa de dois andares,280.0,1.0,2.0,3.0,2.0,1260000
Vila Formosa,Casa de dois andares,280.0,6.0,3.0,5.0,2.0,1050000
Vila Formosa,Casa,90.0,2.0,0.0,2.0,2.0,489999
Vila Formosa,Apartamento,85.0,1.0,2.0,3.0,2.0,305900
Vila Bertioga,Apartamento,81.0,2.0,1.0,3.0,2.0,503999
Pinheiros,Apartamento,65.0,2.0,0.0,2.0,0.0,455000
Cidade São Francisco,Apartamento,117.0,2.0,1.0,3.0,2.0,665000
Pinheiros,Apartamento,83.0,2.0,0.0,3.0,1.0,482999
Pinheiros,Apartamento,120.0,3.0,1.0,3.0,1.0,840000
Pinheiros,Apartamento,102.0,2.0,1.0,3.0,2.0,812000
Mooca,Apartamento,89.0,2.0,1.0,2.0,2.0,553000
Pinheiros,Apartamento,100.0,2.0,1.0,3.0,2.0,840000
Pinheiros,Apartamento,88.0,2.0,2.0,2.0,2.0,1050000
Mooca,Apartamento,89.0,1.0,1.0,3.0,2.0,623000
Jardim Textil,Apartamento,240.0,4.0,1.0,3.0,4.0,805000
Rio Pequeno,Apartamento,117.0,3.0,1.0,3.0,2.0,651000
Vila Formosa,Apartamento,92.0,3.0,1.0,3.0,2.0,280000
Mooca,Apartamento,300.0,1.0,1.0,3.0,3.0,1554000
Vila Regente Feijó,Casa de dois andares,242.0,5.0,3.0,3.0,2.0,889000
Vila Bertioga,Apartamento,58.0,1.0,0.0,3.0,1.0,280000
Rio Pequeno,Apartamento,155.0,4.0,3.0,3.0,3.0,826000
Mooca,Apartamento,94.0,3.0,1.0,3.0,2.0,461999
Alto da Mooca,Apartamento,92.0,2.0,1.0,3.0,2.0,525000
Cerqueira César,Apartamento,165.0,3.0,1.0,3.0,1.0,1155000
Vila Antonieta,Apartamento,64.0,1.0,0.0,3.0,1.0,244999
Vila Carrão,Casa de dois andares,150.0,2.0,0.0,3.0,3.0,385000
Cerqueira César,Apartamento,502.0,0.0,4.0,4.0,5.0,9100000
Vila Carrão,Casa de dois andares,85.0,3.0,2.0,2.0,3.0,339500
Cerqueira César,Apartamento,143.0,2.0,1.0,3.0,1.0,805000
Jardim Vila Formosa,Casa de dois andares,147.0,1.0,1.0,3.0,2.0,406000
Vila Regente Feijó,Apartamento,56.0,1.0,0.0,2.0,1.0,244999
Vila Bertioga,Casa,133.0,2.0,1.0,3.0,2.0,556500
Cidade Líder,Apartamento,52.0,1.0,0.0,2.0,1.0,156100
Consolação,Flat,26.0,1.0,1.0,1.0,1.0,237999
Vila Fernandes,Casa de dois andares,110.0,1.0,1.0,3.0,2.0,315000
Vila Carrão,Casa de dois andares,85.0,0.0,2.0,2.0,3.0,346500
Vila Carmosina,Casa de dois andares,400.0,2.0,0.0,0.0,2.0,630000
Vila Carrão,Casa de dois andares,120.0,2.0,1.0,3.0,3.0,475999
Cidade Líder,Casa de dois andares,52.0,2.0,0.0,2.0,1.0,161000
Vila Formosa,Casa de dois andares,230.0,4.0,2.0,3.0,2.0,406000
Cerqueira César,Apartamento,115.0,2.0,0.0,3.0,1.0,812000
Jardim Paulista,Apartamento,175.0,5.0,3.0,3.0,2.0,1743000
Cerqueira César,Apartamento,98.0,2.0,1.0,2.0,0.0,609000
Pinheiros,Apartamento,120.0,4.0,1.0,3.0,2.0,1120000
Bela Vista,Apartamento,147.0,2.0,1.0,1.0,2.0,910000
Pinheiros,Apartamento,82.0,2.0,1.0,3.0,1.0,560000
Jardim Paulista,Apartamento,188.0,4.0,3.0,3.0,3.0,2015999
Cerqueira César,Apartamento,122.0,3.0,1.0,3.0,2.0,1190000
Cerqueira César,Apartamento,158.0,2.0,1.0,3.0,1.0,1050000
Cerqueira César,Apartamento,160.0,1.0,1.0,3.0,2.0,1113000
Cerqueira César,Apartamento,286.0,5.0,3.0,3.0,2.0,3073000
Cerqueira César,Apartamento,270.0,1.0,1.0,4.0,2.0,2450000
Jardim Paulista,Apartamento,215.0,2.0,1.0,3.0,1.0,1396500
Cerqueira César,Apartamento,50.0,1.0,0.0,1.0,1.0,630000
Jardim América,Apartamento,231.0,5.0,1.0,4.0,2.0,2590000
Pinheiros,Apartamento,252.0,3.0,1.0,3.0,3.0,1750000
Cambuci,Apartamento,70.0,1.0,0.0,2.0,0.0,287000
Bela Vista,Apartamento,246.0,2.0,1.0,4.0,1.0,1014999
Vila Invernada,Casa de dois andares,150.0,3.0,3.0,6.0,2.0,770000
Vila Bertioga,Apartamento,57.0,2.0,1.0,2.0,1.0,322000
Rio Pequeno,Apartamento,73.0,0.0,1.0,2.0,1.0,388500
Bela Vista,Apartamento,170.0,3.0,1.0,3.0,1.0,875000
Rio Pequeno,Apartamento,72.0,3.0,1.0,2.0,1.0,455000
Cidade São Francisco,Apartamento,107.0,0.0,1.0,3.0,0.0,542500
Vila Bertioga,Casa de dois andares,200.0,3.0,2.0,3.0,4.0,521499
Bela Vista,Cobertura,586.0,5.0,4.0,4.0,3.0,2092999
Cerqueira César,Apartamento,96.0,2.0,1.0,2.0,1.0,609000
Vila Formosa,Apartamento,77.0,1.0,0.0,2.0,1.0,352800
Bela Vista,Apartamento,121.0,3.0,0.0,3.0,2.0,875000
Pinheiros,Apartamento,220.0,4.0,2.0,4.0,3.0,2443000
Vila Bertioga,Apartamento,66.0,2.0,1.0,3.0,1.0,350000
Vila Formosa,Casa,174.0,2.0,1.0,3.0,2.0,665000
Mooca,Apartamento,122.0,3.0,1.0,4.0,2.0,675500
Vila Formosa,Apartamento,97.0,3.0,1.0,3.0,2.0,595000
Bela Vista,Apartamento,50.0,1.0,0.0,2.0,1.0,420000
Vila Bertioga,Apartamento,58.0,2.0,1.0,2.0,1.0,297500
Bela Vista,Apartamento,540.0,6.0,4.0,4.0,3.0,2100000
Rio Pequeno,Cobertura,172.0,4.0,2.0,3.0,3.0,749000
Bela Vista,Apartamento,136.0,3.0,1.0,3.0,1.0,833000
Bela Vista,Apartamento,110.0,3.0,2.0,2.0,2.0,840000
Vila Bertioga,Casa,140.0,2.0,0.0,2.0,1.0,489999
Jardim Paulista,Flat,40.0,1.0,1.0,1.0,1.0,406000
Bela Vista,Apartamento,100.0,2.0,0.0,2.0,0.0,301000
Jardins,Apartamento,310.0,6.0,4.0,4.0,3.0,3325000
Jardim Paulista,Apartamento,375.0,5.0,4.0,4.0,5.0,5600000
Jardim Paulista,Flat,40.0,1.0,0.0,1.0,1.0,406000
Rio Pequeno,Apartamento,180.0,3.0,2.0,3.0,2.0,840000
Jardim Paulista,Apartamento,137.0,3.0,1.0,3.0,1.0,1050000
Vila Formosa,Apartamento,55.0,1.0,0.0,2.0,1.0,175000
Cerqueira César,Apartamento,136.0,3.0,1.0,3.0,1.0,1120000
Bela Vista,Apartamento,458.0,5.0,1.0,4.0,2.0,1400000
Itaquera,Casa de dois andares,64.0,2.0,2.0,2.0,2.0,251999
Cidade Líder,Apartamento,50.0,1.0,0.0,2.0,0.0,147000
Cambuci,Apartamento,57.0,1.0,0.0,2.0,1.0,286300
Cerqueira César,Flat,55.0,1.0,1.0,1.0,1.0,371000
Cerqueira César,Flat,70.0,1.0,0.0,1.0,1.0,840000
Pinheiros,Apartamento,332.0,4.0,4.0,4.0,4.0,4094999
Cambuci,Apartamento,70.0,1.0,1.0,3.0,2.0,364000
Cambuci,Apartamento,70.0,1.0,1.0,2.0,1.0,357000
Cambuci,Casa de dois andares,174.0,4.0,2.0,3.0,1.0,455000
Cerqueira César,Apartamento,85.0,3.0,1.0,2.0,1.0,700000
Pinheiros,Apartamento,80.0,1.0,0.0,1.0,1.0,525000
Pinheiros,Apartamento,76.0,2.0,2.0,2.0,1.0,489999
Pinheiros,Apartamento,100.0,3.0,1.0,3.0,0.0,560000
Mooca,Apartamento,56.0,2.0,1.0,2.0,1.0,315000
Cerqueira César,Flat,60.0,1.0,0.0,2.0,1.0,542500
Pinheiros,Apartamento,87.0,3.0,0.0,3.0,1.0,560000
Pinheiros,Apartamento,64.0,2.0,1.0,1.0,1.0,525000
Pinheiros,Apartamento,120.0,1.0,1.0,3.0,2.0,923999
Cambuci,Apartamento,78.0,3.0,1.0,3.0,1.0,350000
Água Rasa,Casa de dois andares,209.0,2.0,1.0,4.0,3.0,840000
Mooca,Apartamento,129.0,1.0,3.0,3.0,3.0,770000
Cambuci,Apartamento,71.0,1.0,1.0,3.0,1.0,359800
Cambuci,Apartamento,70.0,1.0,1.0,3.0,1.0,413000
Cerqueira César,Apartamento,169.0,4.0,1.0,3.0,2.0,1645000
Cerqueira César,Apartamento,200.0,1.0,1.0,3.0,3.0,2100000
Vila Formosa,Casa,190.0,1.0,0.0,1.0,1.0,266000
Vila Regente Feijó,Apartamento,55.0,1.0,1.0,1.0,2.0,510999
Jardim Textil,Casa,200.0,1.0,3.0,3.0,6.0,826000
Alto de Pinheiros,Apartamento,211.0,5.0,3.0,3.0,3.0,2534000
Vila Formosa,Apartamento,103.0,4.0,3.0,3.0,2.0,588000
Mooca,Apartamento,58.0,2.0,0.0,2.0,1.0,244999
Pinheiros,Apartamento,111.0,3.0,1.0,3.0,1.0,693000
Água Rasa,Casa de dois andares,380.0,1.0,3.0,3.0,8.0,1120000
Vila Bertioga,Apartamento,52.0,1.0,0.0,2.0,1.0,315000
Rio Pequeno,Apartamento,117.0,3.0,1.0,3.0,2.0,885500
Jardim America,Apartamento,112.0,3.0,1.0,3.0,1.0,665000
Vila Mafra,Casa de dois andares,250.0,2.0,1.0,3.0,2.0,595000
Vila Regente Feijó,Apartamento,56.0,1.0,0.0,1.0,2.0,475999
Pinheiros,Apartamento,90.0,2.0,0.0,2.0,0.0,385000
Pinheiros,Apartamento,101.0,1.0,1.0,3.0,2.0,805000
Vila Formosa,Apartamento,85.0,2.0,1.0,3.0,2.0,385000
Vila Formosa,Apartamento,92.0,2.0,1.0,3.0,2.0,430500
Vila Carrão,Apartamento,130.0,2.0,1.0,3.0,2.0,525000
Jardim Vila Formosa,Casa de dois andares,110.0,3.0,1.0,3.0,2.0,315000
Cerqueira César,Apartamento,100.0,2.0,0.0,2.0,1.0,735000
Mooca,Apartamento,68.0,1.0,1.0,3.0,2.0,336000
Vila Bertioga,Apartamento,109.0,2.0,2.0,3.0,4.0,360500
Cidade Líder,Apartamento,48.0,1.0,0.0,2.0,1.0,159600
Vila Carrão,Apartamento,38.0,1.0,0.0,1.0,1.0,140000
Cerqueira César,Apartamento,170.0,2.0,1.0,3.0,2.0,1190000
Jardim Vila Formosa,Apartamento,49.0,1.0,0.0,2.0,1.0,230299
Cerqueira César,Apartamento,170.0,3.0,1.0,3.0,1.0,1253000
Morro dos Ingleses,Flat,42.0,1.0,1.0,1.0,1.0,210000
Jardim América,Apartamento,98.0,2.0,1.0,2.0,1.0,649600
Jardim Paulista,Apartamento,152.0,5.0,4.0,4.0,3.0,2099300
Pinheiros,Apartamento,110.0,1.0,0.0,3.0,1.0,581000
Pinheiros,Apartamento,48.0,2.0,1.0,1.0,1.0,332500
Mooca,Casa,350.0,1.0,0.0,2.0,4.0,1120000
Pinheiros,Apartamento,75.0,1.0,0.0,2.0,0.0,378000
Pinheiros,Apartamento,32.0,1.0,1.0,1.0,1.0,406000
Mooca,Apartamento,72.0,2.0,1.0,3.0,2.0,371000
Alto de Pinheiros,Apartamento,286.0,4.0,4.0,4.0,4.0,3496500
Mooca,Apartamento,110.0,4.0,1.0,3.0,2.0,455000
Bela Vista,Apartamento,280.0,5.0,3.0,3.0,2.0,2450000
Mooca,Apartamento,180.0,2.0,1.0,3.0,2.0,556500
Vila Sao Silvestre (Zona Leste),Apartamento,90.0,4.0,1.0,3.0,2.0,475999
Pinheiros,Apartamento,75.0,2.0,0.0,2.0,1.0,406000
Butantã,Casa de dois andares,233.0,2.0,1.0,3.0,2.0,1120000
Cerqueira César,Apartamento,203.0,3.0,3.0,3.0,2.0,2275000
Cerqueira César,Apartamento,103.0,3.0,2.0,2.0,1.0,944999
Pinheiros,Apartamento,250.0,4.0,2.0,2.0,3.0,2170000
Rio Pequeno,Cobertura,220.0,4.0,1.0,3.0,3.0,840000
Cambuci,Apartamento,46.0,1.0,0.0,2.0,1.0,224000
Rio Pequeno,Apartamento,93.0,2.0,1.0,3.0,2.0,525000
Cidade São Francisco,Casa,210.0,2.0,1.0,2.0,2.0,525000
Mooca,Casa de dois andares,163.0,2.0,1.0,3.0,2.0,525000
Bela Vista,Apartamento,55.0,0.0,0.0,2.0,1.0,392000
Alto da Mooca,Apartamento,79.0,2.0,1.0,3.0,2.0,443800
Mooca,Casa,315.0,4.0,1.0,3.0,4.0,840000
Mooca,Condomínio,404.0,3.0,3.0,3.0,6.0,1260000
Mooca,Apartamento,110.0,3.0,2.0,3.0,2.0,546000
Cambuci,Apartamento,38.0,1.0,1.0,2.0,1.0,273000
Cambuci,Apartamento,30.0,1.0,0.0,1.0,1.0,213500
Mooca,Apartamento,52.0,1.0,1.0,1.0,1.0,266000
Cambuci,Apartamento,54.0,1.0,0.0,2.0,1.0,224000
Cerqueira César,Flat,40.0,1.0,0.0,1.0,1.0,315000
Liberdade,Flat,61.0,1.0,1.0,2.0,1.0,482999
Bela Vista,Apartamento,74.0,3.0,1.0,2.0,2.0,742000
Mooca,Apartamento,122.0,2.0,1.0,3.0,2.0,672000
Mooca,Apartamento,82.0,2.0,1.0,3.0,2.0,560000
Bela Vista,Apartamento,70.0,2.0,0.0,3.0,1.0,393400
Jardim Paulista,Flat,32.0,1.0,0.0,1.0,1.0,269500
Jardim Paulista,Flat,30.0,1.0,0.0,1.0,1.0,525000
Cerqueira César,Flat,79.0,2.0,2.0,2.0,2.0,910000
Rio Pequeno,Apartamento,50.0,1.0,0.0,2.0,1.0,217000
Jardins,Flat,42.0,1.0,1.0,1.0,1.0,308000
Pinheiros,Apartamento,130.0,3.0,1.0,3.0,2.0,930999
Vila Bertioga,Apartamento,57.0,1.0,1.0,2.0,1.0,273000
Vila Bertioga,Apartamento,80.0,2.0,1.0,3.0,2.0,385000
Pinheiros,Apartamento,63.0,2.0,1.0,2.0,1.0,815500
Vila Carrao,Condomínio,90.0,3.0,2.0,2.0,2.0,294000
Cerqueira César,Apartamento,89.0,2.0,2.0,2.0,2.0,910000
Vila Regente Feijó,Apartamento,112.0,3.0,1.0,3.0,3.0,560000
Cerqueira César,Flat,42.0,1.0,1.0,1.0,1.0,593600
Vila Carrao,Casa,70.0,2.0,2.0,2.0,1.0,230999
Vila Formosa,Apartamento,81.0,1.0,1.0,3.0,2.0,490461
Vila Regente Feijó,Apartamento,113.0,3.0,2.0,4.0,3.0,594300
Vila Regente Feijó,Apartamento,87.0,1.0,1.0,3.0,2.0,503999
Vila Bertioga,Casa de dois andares,330.0,1.0,3.0,3.0,2.0,840000
Vila Bertioga,Casa de dois andares,120.0,2.0,1.0,3.0,2.0,574000
Vila Fernandes,Casa de dois andares,110.0,1.0,1.0,3.0,2.0,336000
Cerqueira César,Apartamento,27.0,1.0,1.0,1.0,1.0,434785
Cerqueira César,Apartamento,230.0,1.0,1.0,4.0,2.0,1889999
Cidade Líder,Casa de dois andares,77.0,3.0,2.0,2.0,2.0,220500
Vila Mafra,Apartamento,60.0,1.0,0.0,2.0,2.0,266000
Cerqueira César,Apartamento,117.0,3.0,1.0,3.0,1.0,819000
Vila Bertioga,Apartamento,78.0,1.0,1.0,3.0,1.0,318500
Bela Vista,Apartamento,74.0,1.0,0.0,2.0,0.0,343000
Cerqueira César,Apartamento,100.0,2.0,0.0,2.0,1.0,630000
Vila Bertioga,Apartamento,62.0,2.0,1.0,2.0,1.0,273000
Vila Regente Feijó,Apartamento,112.0,3.0,1.0,3.0,2.0,804370
Alto de Pinheiros,Casa,418.0,4.0,2.0,3.0,9.0,3150000
Bela Vista,Apartamento,75.0,2.0,0.0,2.0,1.0,482999
Jardim Paulista,Apartamento,90.0,4.0,2.0,2.0,2.0,1014999
Vila Fernandes,Casa de dois andares,105.0,2.0,1.0,3.0,2.0,364000
Cambuci,Apartamento,34.0,1.0,0.0,1.0,0.0,161000
Parque Savoy City,Casa,69.0,1.0,0.0,2.0,2.0,237999
Vila Regente Feijó,Apartamento,85.0,1.0,1.0,3.0,2.0,489999
Jardim Paulista,Apartamento,208.0,2.0,1.0,3.0,0.0,1806000
Jardim America,Apartamento,224.0,3.0,2.0,4.0,2.0,1344000
Alto da Mooca,Apartamento,80.0,1.0,1.0,3.0,1.0,409500
Vila Regente Feijó,Apartamento,68.0,1.0,1.0,3.0,1.0,385000
Jardim Paulista,Apartamento,139.0,3.0,2.0,3.0,2.0,1470000
Rio Pequeno,Apartamento,50.0,1.0,0.0,2.0,1.0,208600
Colônia (Zona Leste),Apartamento,43.0,1.0,0.0,2.0,1.0,161000
Vila Regente Feijó,Apartamento,112.0,2.0,1.0,3.0,2.0,668500
Vila Regente Feijó,Apartamento,105.0,2.0,1.0,3.0,2.0,448000
Pinheiros,Apartamento,139.0,2.0,1.0,3.0,1.0,972999
Vila Regente Feijó,Apartamento,101.0,2.0,1.0,3.0,1.0,370300
Cambuci,Apartamento,47.0,1.0,0.0,2.0,1.0,227500
Vila Regente Feijó,Apartamento,137.0,5.0,3.0,3.0,2.0,854000
Vila Regente Feijo,Casa de dois andares,100.0,2.0,0.0,3.0,4.0,413000
Alto da Mooca,Apartamento,79.0,2.0,1.0,3.0,2.0,409500
Cidade São Francisco,Apartamento,104.0,3.0,1.0,3.0,2.0,539000
Cambuci,Apartamento,48.0,1.0,0.0,1.0,0.0,141400
Vila Bertioga,Apartamento,55.0,0.0,0.0,2.0,1.0,248499
Mooca,Apartamento,112.0,4.0,1.0,3.0,2.0,840000
Liberdade,Apartamento,36.0,1.0,0.0,1.0,0.0,140000
Consolação,Apartamento,108.0,3.0,1.0,3.0,1.0,593600
Bela Vista,Apartamento,71.0,2.0,0.0,2.0,0.0,350000
Água Rasa,Apartamento,120.0,5.0,2.0,2.0,4.0,805000
Vila Carrão,Casa de dois andares,350.0,7.0,5.0,5.0,7.0,1400000
Consolação,Flat,27.0,1.0,1.0,1.0,1.0,266000
Mooca,Apartamento,171.0,3.0,1.0,3.0,3.0,896000
Vila Mafra,Apartamento,53.0,1.0,0.0,2.0,1.0,210000
Pinheiros,Apartamento,55.0,0.0,0.0,2.0,1.0,553000
Água Rasa,Apartamento,180.0,5.0,3.0,3.0,4.0,1120000
Cambuci,Apartamento,84.0,2.0,1.0,2.0,1.0,446600
Mooca,Apartamento,86.0,2.0,1.0,2.0,1.0,521499
Cidade Líder,Apartamento,52.0,1.0,0.0,2.0,1.0,157430
Alto da Mooca,Apartamento,42.0,1.0,0.0,1.0,1.0,236949
Vila Santa Isabel,Casa de dois andares,200.0,1.0,3.0,3.0,5.0,514499
Alto da Mooca,Apartamento,70.0,3.0,1.0,3.0,1.0,244999
Jardim Textil,Casa de dois andares,290.0,5.0,3.0,4.0,8.0,1365000
Vila Mafra,Apartamento,60.0,1.0,0.0,2.0,1.0,244999
Colônia (Zona Leste),Apartamento,48.0,1.0,0.0,2.0,1.0,164500
Cidade Líder,Casa de dois andares,207.0,3.0,0.0,2.0,4.0,630000
Cambuci,Apartamento,63.0,2.0,1.0,3.0,2.0,332500
Colônia (Zona Leste),Apartamento,43.0,1.0,0.0,2.0,1.0,135800
Bela Vista,Flat,27.0,1.0,0.0,1.0,1.0,308000
Pinheiros,Cobertura,120.0,2.0,0.0,2.0,2.0,1120000
Pinheiros,Apartamento,100.0,3.0,2.0,2.0,2.0,735000
Pinheiros,Flat,28.0,1.0,1.0,1.0,1.0,224000
Vila Formosa,Casa de dois andares,160.0,4.0,1.0,3.0,5.0,770000
Mooca,Cobertura,300.0,6.0,2.0,4.0,4.0,1540000
Pinheiros,Apartamento,120.0,1.0,1.0,3.0,2.0,665000
Pinheiros,Apartamento,34.0,1.0,0.0,1.0,1.0,373100
Alto de Pinheiros,Casa de dois andares,400.0,5.0,2.0,4.0,5.0,2450000
Cambuci,Apartamento,68.0,2.0,1.0,3.0,2.0,297500
Jardim Anália Franco,Apartamento,255.0,5.0,3.0,3.0,6.0,965999
Vila Carmosina,Casa de dois andares,75.0,1.0,0.0,2.0,1.0,154000
Cambuci,Apartamento,63.0,2.0,1.0,3.0,1.0,294000
Jardim Anália Franco,Flat,30.0,1.0,1.0,1.0,1.0,224000
Cidade São Francisco,Apartamento,92.0,3.0,1.0,3.0,2.0,444500
Alto da Mooca,Apartamento,62.0,2.0,1.0,2.0,1.0,371000
Cidade São Francisco,Apartamento,92.0,3.0,1.0,3.0,2.0,430500
Cidade São Francisco,Cobertura,180.0,2.0,1.0,3.0,3.0,882000
Vila Mafra,Apartamento,60.0,1.0,0.0,2.0,1.0,266000
Pinheiros,Apartamento,105.0,2.0,1.0,3.0,1.0,805000
Cidade São Francisco,Casa de dois andares,162.0,4.0,1.0,3.0,3.0,525000
Vila Regente Feijó,Apartamento,82.0,3.0,1.0,3.0,2.0,385000
Alto de Pinheiros,Casa,218.0,6.0,1.0,3.0,2.0,1889999
Jaguaré,Apartamento,92.0,2.0,1.0,3.0,0.0,230299
Vila Bertioga,Apartamento,128.0,3.0,2.0,3.0,3.0,560000
Mooca,Apartamento,60.0,1.0,1.0,2.0,1.0,336000
Vila Madalena,Apartamento,300.0,4.0,3.0,3.0,5.0,2800000
Alto da Mooca,Apartamento,61.0,1.0,1.0,3.0,1.0,299950
Vila Regente Feijó,Apartamento,83.0,2.0,1.0,3.0,2.0,410200
Pinheiros,Apartamento,86.0,3.0,1.0,3.0,1.0,665000
Água Rasa,Apartamento,114.0,1.0,1.0,3.0,2.0,570500
Jardim Analia Franco,Apartamento,180.0,6.0,3.0,4.0,4.0,1190000
Vila Bertioga,Apartamento,62.0,2.0,1.0,2.0,1.0,258999
Jardim Paulista,Apartamento,160.0,2.0,0.0,3.0,1.0,690900
Vila Regente Feijo,Apartamento,60.0,1.0,1.0,2.0,2.0,399000
Vila Regente Feijó,Apartamento,82.0,2.0,1.0,3.0,1.0,385000
Vila Regente Feijó,Apartamento,60.0,2.0,1.0,2.0,2.0,378000
Mooca,Apartamento,55.0,1.0,0.0,2.0,1.0,251999
Mooca,Apartamento,80.0,2.0,1.0,3.0,1.0,420000
Água Rasa,Condomínio,77.0,3.0,1.0,3.0,2.0,455000
Pinheiros,Apartamento,84.0,1.0,0.0,2.0,0.0,420000
Cerqueira César,Apartamento,97.0,3.0,1.0,3.0,1.0,560000
Pinheiros,Casa de dois andares,418.0,5.0,2.0,5.0,4.0,2625000
Mooca,Apartamento,82.0,2.0,1.0,2.0,2.0,482999
Cambuci,Casa de dois andares,150.0,2.0,1.0,3.0,2.0,489999
Vila Carrão,Apartamento,60.0,2.0,1.0,2.0,1.0,234499
Jardim Analia Franco,Cobertura,465.0,5.0,4.0,5.0,7.0,2660000
Bela Vista,Apartamento,45.0,0.0,0.0,1.0,0.0,196000
Vila Regente Feijo,Apartamento,350.0,6.0,4.0,6.0,4.0,1820000
Jardim Anália Franco,Apartamento,310.0,5.0,4.0,4.0,3.0,1260000
Bela Vista,Flat,37.0,1.0,1.0,1.0,1.0,224000
Vila Regente Feijó,Apartamento,70.0,1.0,0.0,2.0,1.0,392000
Mooca,Apartamento,35.0,1.0,0.0,1.0,0.0,147840
Jardim Anália Franco,Apartamento,335.0,5.0,3.0,3.0,4.0,1889999
Cidade São Francisco,Casa,200.0,2.0,0.0,3.0,1.0,336000
Butantã,Apartamento,68.0,2.0,0.0,2.0,1.0,301000
Rio Pequeno,Apartamento,234.0,6.0,4.0,4.0,3.0,1323000
Vila Regente Feijo,Casa de dois andares,380.0,5.0,3.0,3.0,5.0,1260000
Vila Lageado,Apartamento,70.0,2.0,0.0,3.0,2.0,399000
Cerqueira César,Apartamento,118.0,3.0,1.0,3.0,2.0,1029608
Vila Regente Feijo,Apartamento,180.0,5.0,3.0,4.0,4.0,1225000
Cerqueira César,Casa,155.0,4.0,2.0,3.0,1.0,812000
Vila Carmosina,Condomínio,64.0,1.0,0.0,2.0,1.0,182000
Pinheiros,Apartamento,52.0,1.0,0.0,2.0,1.0,410200
Vila Carmosina,Casa de dois andares,240.0,2.0,0.0,3.0,2.0,475999
Bela Vista,Apartamento,42.0,1.0,0.0,1.0,1.0,210000
Pinheiros,Apartamento,120.0,3.0,1.0,3.0,1.0,595000
Pinheiros,Apartamento,147.0,3.0,1.0,3.0,1.0,1099000
Pinheiros,Apartamento,162.0,4.0,1.0,3.0,2.0,1260000
Bela Vista,Apartamento,37.0,1.0,0.0,1.0,1.0,290500
Cerqueira César,Flat,29.0,1.0,1.0,1.0,1.0,371000
Bela Vista,Apartamento,42.0,1.0,0.0,1.0,1.0,290500
Pinheiros,Flat,32.0,1.0,1.0,1.0,1.0,210000
